id,loan_status
58645,1.0251449396388175
58646,0.03877869778243859
58647,0.39171296410028766
58648,0.02065250352454788
58649,0.1474200763445016
58650,0.8349392304502798
58651,0.00021796151003630748
58652,0.013555451298249088
58653,0.1731608425620034
58654,0.027542380010171813
58655,0.07976150378451359
58656,0.1151616889410711
58657,0.0493845112474786
58658,0.01116890657989214
58659,0.03365970018072195
58660,0.12645116302165302
58661,0.010343751593754391
58662,-0.008983488575520199
58663,0.03150016029866508
58664,0.044697144299862365
58665,0.06134978869853061
58666,0.014596162920179678
58667,0.00890626894962751
58668,0.011189214730794705
58669,0.01569373906786392
58670,-0.007209795220654819
58671,0.135090332316937
58672,-0.0006227388073767326
58673,0.8550834383271715
58674,-0.005792294792808406
58675,0.03434157677230873
58676,0.25300404689441747
58677,0.050616857026440046
58678,0.007905547619451253
58679,0.25955918558492636
58680,0.9352097289983665
58681,0.031205288595766406
58682,-0.0043717470516651535
58683,0.08635712282926203
58684,0.0997893103999012
58685,0.15571739612393717
58686,0.04535067657405489
58687,0.3747307200192239
58688,0.026048168163694485
58689,0.19744311335069287
58690,-0.006032610160109975
58691,0.024701566815466314
58692,0.044990981847368064
58693,0.0023294709502863498
58694,0.02843431055178379
58695,0.697881560134449
58696,0.041916942003900684
58697,0.06248642687003193
58698,0.037071054471788184
58699,0.030409905510420887
58700,0.0034627380718760814
58701,0.012812797730160308
58702,0.03446672756154108
58703,0.09208005584722603
58704,0.2356130114538659
58705,0.1663533884530306
58706,0.08447396040355046
58707,0.016797610126740303
58708,0.04034804170710893
58709,0.9077436278990411
58710,0.031261150697087806
58711,0.8682687827398928
58712,0.032078945622496
58713,0.015829950665817355
58714,0.044690785663959634
58715,0.002168631758903694
58716,0.08536596407169647
58717,0.01829022276819224
58718,0.17461795914855086
58719,0.024290457370950022
58720,-0.02091016545807839
58721,0.08325710912843517
58722,0.21959189350891245
58723,0.03634872540911699
58724,0.022400550663482677
58725,0.031034731011657574
58726,0.02607823022451493
58727,0.31333980722695565
58728,0.11639873951092045
58729,0.009991767576978505
58730,0.03180557608410821
58731,0.02839927290874915
58732,0.07898519388149923
58733,-0.017720688510006022
58734,0.009083912035635022
58735,0.02407985686335526
58736,0.14151623830984786
58737,0.06891094291765618
58738,0.9385810889792912
58739,0.195099959541287
58740,0.6927318671645947
58741,0.03648524673717747
58742,0.009121975592120385
58743,0.03693499670331711
58744,0.011183316014331618
58745,0.01585908615363943
58746,0.0832012464698251
58747,0.003463336553951757
58748,0.029774000546254883
58749,0.032746312650389214
58750,0.02533654669007425
58751,0.08410761366089915
58752,0.855264845140745
58753,0.0019496320208534645
58754,0.08370423176897174
58755,0.0506138437377012
58756,0.0025342650213729667
58757,0.05534375868911781
58758,0.004893830204994676
58759,-0.00641218506997393
58760,-0.009646576679120639
58761,0.018389612273091577
58762,-0.0032082010861814725
58763,0.9344163590542326
58764,-0.006473801331407236
58765,0.046513880766978086
58766,0.016413448097299027
58767,0.030359356545330604
58768,0.9241208559868624
58769,0.01677686340311821
58770,0.06994990474304012
58771,0.07997717764389985
58772,0.04028766498935085
58773,0.02125037838644317
58774,0.030973042452741045
58775,0.8661345903142914
58776,0.47374250584493643
58777,0.019572732396855974
58778,0.03163273451360005
58779,0.03636861405455298
58780,0.01849073475109335
58781,0.029318423970869686
58782,0.03771858432393804
58783,0.07579880826181978
58784,0.011836259306364033
58785,0.007031172891302756
58786,0.03457634340793313
58787,0.1032593000984998
58788,0.1553174236615685
58789,0.051460118783043546
58790,0.04720854870726182
58791,0.09272478816718174
58792,-0.014298612320938042
58793,0.07285411477288734
58794,0.015095668779996824
58795,0.04727779538345747
58796,0.03546444044136389
58797,0.05210886931732246
58798,0.10726871471310412
58799,0.6225439368249193
58800,0.04052281798965093
58801,-0.006684158432823439
58802,0.8444840081581406
58803,0.1219439511438917
58804,0.41412352243413575
58805,0.7540604302285802
58806,0.06424215393648638
58807,0.007960829252133206
58808,0.011499391382171653
58809,0.9457785927213822
58810,0.8497370821787495
58811,0.02779020687890485
58812,0.05414780470458842
58813,0.018760320525888524
58814,0.038994776191779504
58815,0.03319458129796776
58816,0.021169273938311556
58817,-0.00421736346250523
58818,0.05072382607036281
58819,0.11235086222078655
58820,0.0023943321697158515
58821,0.04898776739869466
58822,0.009023323212985768
58823,0.158063228063347
58824,0.04739299437857804
58825,-0.006842388119525589
58826,0.09446394535778638
58827,0.05656403783757209
58828,0.005604071022218354
58829,0.05118108549261073
58830,0.027249656481100712
58831,0.10639163861657186
58832,0.0331459583873594
58833,0.003008753634446637
58834,0.01804047374836032
58835,0.9409860400881427
58836,0.06844993835193891
58837,0.15480117255796416
58838,0.012055991622282908
58839,-0.007332208042183819
58840,0.022603287161735597
58841,0.8818593647507229
58842,-0.0018905879389985447
58843,0.03472639470826899
58844,0.05314814822957384
58845,0.04878018532444009
58846,-0.013821122069007374
58847,0.92517615186817
58848,0.16353198097569754
58849,0.3803930646169035
58850,0.044350717119999536
58851,0.04688696274415652
58852,0.20658075354189886
58853,0.03972354795154996
58854,1.0251524117221158
58855,0.18978457389173167
58856,-0.005033193929269875
